name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu	distance	namespace	members_Overlap	members_Overlap_keggid	members_Anno_keggid	members_Anno
Purine metabolism	229	8	3.05	3.42	0.001	0.014	3.49	1.41	7.59	1	Customised	ADCY5, AK7, ADP, Guanine, HPRT1, NME1, NPR1, RRM2	ADCY5, AK7, C00008, C00242, HPRT1, NME1, NPR1, RRM2	ADA, ADA2, ADCY1, ADCY10, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADK, ADPRM, ADSL, ADSS1, ADSS2, AK1, AK2, AK3, AK4, AK5, AK6, AK7, AK8, AK9, ALLC, AMPD1, AMPD2, AMPD3, APRT, ATIC, C00002, C00008, C00011, C00014, C00020, C00035, C00037, C00039, C00044, C00046, C00048, C00053, C00054, C00059, C00064, C00081, C00086, C00104, C00117, C00119, C00130, C00131, C00144, C00147, C00169, C00206, C00209, C00212, C00224, C00242, C00262, C00286, C00288, C00294, C00301, C00330, C00360, C00361, C00362, C00366, C00385, C00387, C00499, C00559, C00575, C00603, C00620, C00655, C00700, C00802, C00942, C01228, C01260, C01261, C01344, C01345, C01367, C01444, C01762, C02091, C02348, C02350, C02353, C02718, C03090, C03373, C03483, C03614, C03794, C03838, C04051, C04376, C04392, C04494, C04640, C04677, C04734, C04751, C04823, C05239, C05512, C05513, C05515, C05516, C05993, C06193, C06194, C06195, C06196, C06197, C06433, C06435, C11821, C12248, C15667, C22395, C22441, C22442, C22443, C22499, C22500, CANT1, DCK, DGUOK, ENPP1, ENPP3, ENPP4, ENTPD1, ENTPD2, ENTPD3, ENTPD4, ENTPD5, ENTPD6, ENTPD8, FHIT, GART, GDA, GMPR, GMPR2, GMPS, GUCY1A1, GUCY1A2, GUCY1B1, GUCY2C, GUCY2D, GUCY2F, GUK1, HDDC2, HDDC3, HPRT1, IMPDH1, IMPDH2, ITPA, LACC1, NME1, NME1-NME2, NME2, NME3, NME4, NME6, NME7, NPR1, NPR2, NT5C, NT5C1A, NT5C1B, NT5C1B-RDH14, NT5C2, NT5DC4, NT5E, NT5M, NTPCR, NUDT16, NUDT2, NUDT5, NUDT9, PAICS, PAPSS1, PAPSS2, PDE10A, PDE11A, PDE1A, PDE1B, PDE1C, PDE2A, PDE3A, PDE3B, PDE4A, PDE4B, PDE4C, PDE4D, PDE5A, PDE6A, PDE6B, PDE6C, PDE6D, PDE6G, PDE6H, PDE7A, PDE7B, PDE8A, PDE8B, PDE9A, PFAS, PGM1, PGM2, PNP, PPAT, PRPS1, PRPS1L1, PRPS2, PRUNE1, RRM1, RRM2, RRM2B, URAD, XDH	ADA, ADA2, ADCY1, ADCY10, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADK, ADPRM, ADSL, ADSS1, ADSS2, AK1, AK2, AK3, AK4, AK5, AK6, AK7, AK8, AK9, ALLC, AMPD1, AMPD2, AMPD3, APRT, ATIC, ATP, ADP, CO2, Ammonia, AMP, GDP, Glycine, DNA, GTP, RNA, Glyoxylate, 3'-Phosphoadenylyl sulfate, Adenosine 3',5'-bisphosphate, Sulfate, L-Glutamine, ITP, Urea, IDP, D-Ribose 5-phosphate, 5-Phospho-alpha-D-ribose 1-diphosphate, IMP, dATP, GMP, Adenine, Carbamoyl phosphate, dADP, Oxalate, Adenosine, Adenylyl sulfate, Guanine, Hypoxanthine, dGTP, HCO3-, Inosine, ADP-ribose, Deoxyguanosine, dAMP, dGDP, dGMP, Urate, Xanthine, Guanosine, Allantoate, Deoxyadenosine, 3',5'-Cyclic AMP, (S)-Ureidoglycolate, alpha-D-Ribose 1-phosphate, Xanthosine 5'-phosphate, XTP, Oxalureate, 3',5'-Cyclic GMP, Guanosine 3',5'-bis(diphosphate), P1,P4-Bis(5'-adenosyl)tetraphosphate, P1,P4-Bis(5'-guanosyl) tetraphosphate, dIDP, dITP, 3'-AMP, Oxamate, Xanthosine, (S)-Ureidoglycine, (R)(-)-Allantoin, (S)-Allantoin, 2',3'-Cyclic AMP, N-Formiminoglycine, 5-Phosphoribosylamine, Aminoimidazole ribotide, Adenosine tetraphosphate, Inosine 5'-tetraphosphate, N6-(1,2-Dicarboxyethyl)-AMP, 5'-Phosphoribosylglycinamide, 5-Amino-4-imidazolecarboxyamide, 5'-Phosphoribosyl-N-formylglycinamide, P1,P4-Bis(5'-xanthosyl) tetraphosphate, Guanosine 3'-diphosphate 5'-triphosphate, 2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine, 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide, 1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide, 1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate, 1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole, 5-Aminoimidazole, Deoxyinosine, Urate-3-ribonucleoside, 5-Ureido-4-imidazole carboxylate, 5-Amino-4-imidazole carboxylate, Acetyl adenylate, Guanosine 3'-phosphate, 2',3'-Cyclic GMP, Imidazolone, 2'-Deoxyinosine 5'-phosphate, P1,P3-Bis(5'-adenosyl) triphosphate, 5'-Benzoylphosphoadenosine, 5'-Butyrylphosphoinosine, 5-Hydroxyisourate, 5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate, 5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole, 2-Amino-2'-deoxy-N6-[(2S)-succino]adenylate, 2-Amino-2'-deoxyadenosine 5'-monophosphate, 2-Amino-2'-deoxyadenosine 5'-diphosphate, 2-Amino-2'-deoxyadenosine 5'-triphosphate, C22499, C22500, CANT1, DCK, DGUOK, ENPP1, ENPP3, ENPP4, ENTPD1, ENTPD2, ENTPD3, ENTPD4, ENTPD5, ENTPD6, ENTPD8, FHIT, GART, GDA, GMPR, GMPR2, GMPS, GUCY1A1, GUCY1A2, GUCY1B1, GUCY2C, GUCY2D, GUCY2F, GUK1, HDDC2, HDDC3, HPRT1, IMPDH1, IMPDH2, ITPA, LACC1, NME1, NME1-NME2, NME2, NME3, NME4, NME6, NME7, NPR1, NPR2, NT5C, NT5C1A, NT5C1B, NT5C1B-RDH14, NT5C2, NT5DC4, NT5E, NT5M, NTPCR, NUDT16, NUDT2, NUDT5, NUDT9, PAICS, PAPSS1, PAPSS2, PDE10A, PDE11A, PDE1A, PDE1B, PDE1C, PDE2A, PDE3A, PDE3B, PDE4A, PDE4B, PDE4C, PDE4D, PDE5A, PDE6A, PDE6B, PDE6C, PDE6D, PDE6G, PDE6H, PDE7A, PDE7B, PDE8A, PDE8B, PDE9A, PFAS, PGM1, PGM2, PNP, PPAT, PRPS1, PRPS1L1, PRPS2, PRUNE1, RRM1, RRM2, RRM2B, URAD, XDH
Pyrimidine metabolism	122	9	6.44	6.55	8.5e-07	7.1e-05	8.04	3.37	17.2	1	Customised	UDP, Uracil, dUMP, CTPS1, DTYMK, NME1, RRM2, TK1, TK2	C00015, C00106, C00365, CTPS1, DTYMK, NME1, RRM2, TK1, TK2	AK9, ASMTL, C00015, C00039, C00046, C00055, C00063, C00064, C00075, C00086, C00099, C00105, C00106, C00112, C00119, C00169, C00178, C00214, C00222, C00239, C00295, C00299, C00337, C00363, C00364, C00365, C00380, C00383, C00429, C00438, C00458, C00459, C00460, C00475, C00526, C00672, C00705, C00813, C00881, C01013, C01103, C01168, C01205, C01346, C01368, C01563, C02067, C02170, C02354, C02355, C02376, C02642, C03997, C05281, C05822, C06198, C11038, C11039, C15607, C20231, C20249, C20253, C20254, C20846, C21028, C21029, CAD, CANT1, CDA, CMPK1, CMPK2, CTPS1, CTPS2, DCK, DCTD, DCTPP1, DHODH, DPYD, DPYS, DTYMK, DUT, ENPP1, ENPP3, ENTPD1, ENTPD3, ENTPD4, ENTPD5, ENTPD6, ENTPD8, HDDC2, NME1, NME1-NME2, NME2, NME3, NME4, NME6, NME7, NT5C, NT5C1A, NT5C1B, NT5C1B-RDH14, NT5C2, NT5C3A, NT5C3B, NT5DC4, NT5E, NT5M, NUDT2, RRM1, RRM2, RRM2B, TK1, TK2, TYMP, TYMS, UCK1, UCK2, UCKL1, UMPS, UPB1, UPP1, UPP2	AK9, ASMTL, UDP, DNA, RNA, CMP, CTP, L-Glutamine, UTP, Urea, beta-Alanine, UMP, Uracil, CDP, 5-Phospho-alpha-D-ribose 1-diphosphate, Carbamoyl phosphate, Thymine, Thymidine, 3-Oxopropanoate, dCMP, Orotate, Uridine, (S)-Dihydroorotate, dTDP, dTMP, dUMP, Cytosine, Malonate, 5,6-Dihydrouracil, N-Carbamoyl-L-aspartate, dCTP, dTTP, dUTP, Cytidine, Deoxyuridine, 2-Deoxy-D-ribose 1-phosphate, dCDP, Barbiturate, Deoxycytidine, 3-Hydroxypropanoate, Orotidine 5'-phosphate, Pseudouridine 5'-phosphate, (R)-3-Amino-2-methylpropanoate, dUDP, 3'-UMP, Carbamate, Pseudouridine, Methylmalonate, 2',3'-Cyclic CMP, 2',3'-Cyclic UMP, 5-Methylcytosine, 3-Ureidopropionate, 5-Hydroxymethyldeoxycytidylate, 5-Methylbarbiturate, 3'-CMP, P1,P4-Bis(5'-uridyl) tetraphosphate, 2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate, 2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate, 3-Oxo-3-ureidopropanoate, (Z)-3-Ureidoacrylate peracid, (Z)-3-Peroxyaminoacrylate, Aminoacrylate, Ureidoacrylate, 3-Oxo-3-ureidoisobutyrate, (R)-5,6-Dihydrothymine, (R)-3-Ureidoisobutyrate, CAD, CANT1, CDA, CMPK1, CMPK2, CTPS1, CTPS2, DCK, DCTD, DCTPP1, DHODH, DPYD, DPYS, DTYMK, DUT, ENPP1, ENPP3, ENTPD1, ENTPD3, ENTPD4, ENTPD5, ENTPD6, ENTPD8, HDDC2, NME1, NME1-NME2, NME2, NME3, NME4, NME6, NME7, NT5C, NT5C1A, NT5C1B, NT5C1B-RDH14, NT5C2, NT5C3A, NT5C3B, NT5DC4, NT5E, NT5M, NUDT2, RRM1, RRM2, RRM2B, TK1, TK2, TYMP, TYMS, UCK1, UCK2, UCKL1, UMPS, UPB1, UPP1, UPP2
Pyruvate metabolism	79	4	4.42	3.3	0.0019	0.018	4.89	1.25	13.8	1	Customised	ACACB, Pyruvate, ME3, PDHA1	ACACB, C00022, ME3, PDHA1	ACACA, ACACB, ACAT1, ACAT2, ACOT12, ACSS1, ACSS2, ACYP1, ACYP2, ADH1A, ADH1B, ADH1C, ADH4, ADH5, ADH6, ADH7, AKR1A1, ALDH1B1, ALDH2, ALDH3A2, ALDH7A1, ALDH9A1, C00022, C00024, C00033, C00036, C00042, C00058, C00068, C00074, C00083, C00084, C00122, C00149, C00186, C00227, C00256, C00332, C00424, C00469, C00546, C00937, C01251, C02488, C02504, C03248, C03451, C03981, C05125, C05993, C05994, C15972, C15973, C16255, DLAT, DLD, FH, GLO1, GRHPR, HAGH, LDHA, LDHAL6A, LDHAL6B, LDHB, LDHC, LDHD, MDH1, MDH2, ME1, ME2, ME3, PC, PCK1, PCK2, PDHA1, PDHA2, PDHB, PKLR, PKM	ACACA, ACACB, ACAT1, ACAT2, ACOT12, ACSS1, ACSS2, ACYP1, ACYP2, ADH1A, ADH1B, ADH1C, ADH4, ADH5, ADH6, ADH7, AKR1A1, ALDH1B1, ALDH2, ALDH3A2, ALDH7A1, ALDH9A1, Pyruvate, Acetyl-CoA, Acetate, Oxaloacetate, Succinate, Formate, Thiamin diphosphate, Phosphoenolpyruvate, Malonyl-CoA, Acetaldehyde, Fumarate, (S)-Malate, (S)-Lactate, Acetyl phosphate, (R)-Lactate, Acetoacetyl-CoA, (S)-Lactaldehyde, Ethanol, Methylglyoxal, (R)-Lactaldehyde, (R)-2-Hydroxybutane-1,2,4-tricarboxylate, (R)-2-Ethylmalate, alpha-Isopropylmalate, Acetylenedicarboxylate, (R)-S-Lactoylglutathione, 2-Hydroxyethylenedicarboxylate, 2-(alpha-Hydroxyethyl)thiamine diphosphate, Acetyl adenylate, 2-Propylmalate, Enzyme N6-(lipoyl)lysine, Enzyme N6-(dihydrolipoyl)lysine, [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine, DLAT, DLD, FH, GLO1, GRHPR, HAGH, LDHA, LDHAL6A, LDHAL6B, LDHB, LDHC, LDHD, MDH1, MDH2, ME1, ME2, ME3, PC, PCK1, PCK2, PDHA1, PDHA2, PDHB, PKLR, PKM
Retinol metabolism	93	3	2.82	1.9	0.021	0.077	2.99	0.585	9.51	1	Customised	ALDH1A1, AOX1, RDH5	ALDH1A1, AOX1, RDH5	ADH1A, ADH1B, ADH1C, ADH4, ADH5, ADH6, ADH7, ALDH1A1, ALDH1A2, ALDH1A3, AOX1, AWAT2, BCO1, C00376, C00473, C00777, C00778, C00899, C02075, C02094, C02110, C02588, C03455, C05914, C05915, C05916, C05917, C11061, C15492, C15493, C16677, C16678, C16679, C16680, C16681, C16682, C16683, C21797, CYP1A1, CYP1A2, CYP26A1, CYP26B1, CYP26C1, CYP27C1, CYP2A6, CYP2A7, CYP2B6, CYP2C18, CYP2C8, CYP2C9, CYP2S1, CYP2W1, CYP3A4, CYP3A5, CYP3A7, CYP3A7-CYP3A51P, DGAT1, DHRS3, DHRS4, DHRS4L2, DHRS9, HSD17B6, LRAT, PNPLA4, RDH10, RDH11, RDH12, RDH13, RDH16, RDH5, RDH8, RETSAT, RPE65, SDR16C5, UGT1A1, UGT1A10, UGT1A3, UGT1A4, UGT1A5, UGT1A6, UGT1A7, UGT1A8, UGT1A9, UGT2A1, UGT2A2, UGT2A3, UGT2B10, UGT2B11, UGT2B15, UGT2B17, UGT2B28, UGT2B4, UGT2B7	ADH1A, ADH1B, ADH1C, ADH4, ADH5, ADH6, ADH7, ALDH1A1, ALDH1A2, ALDH1A3, AOX1, AWAT2, BCO1, Retinal, Retinol, Retinoate, Rhodopsin, 11-cis-Retinol, Retinyl ester, beta-Carotene, 11-cis-Retinal, Retinyl palmitate, 11-cis-Retinyl palmitate, Bathorhodopsin, Lumirhodopsin, Metarhodopsin, Iodopsin, all-trans-Retinoyl-beta-glucuronide, all-trans-13,14-Dihydroretinol, 9-cis-Retinoic acid, all-trans-4-Hydroxyretinoic acid, all-trans-4-Oxoretinoic acid, all-trans-18-Hydroxyretinoic acid, all-trans-5,6-Epoxyretinoic acid, 9-cis-Retinal, 9-cis-Retinol, 4-Oxoretinol, all-trans-3,4-Didehydroretinol, CYP1A1, CYP1A2, CYP26A1, CYP26B1, CYP26C1, CYP27C1, CYP2A6, CYP2A7, CYP2B6, CYP2C18, CYP2C8, CYP2C9, CYP2S1, CYP2W1, CYP3A4, CYP3A5, CYP3A7, CYP3A7-CYP3A51P, DGAT1, DHRS3, DHRS4, DHRS4L2, DHRS9, HSD17B6, LRAT, PNPLA4, RDH10, RDH11, RDH12, RDH13, RDH16, RDH5, RDH8, RETSAT, RPE65, SDR16C5, UGT1A1, UGT1A10, UGT1A3, UGT1A4, UGT1A5, UGT1A6, UGT1A7, UGT1A8, UGT1A9, UGT2A1, UGT2A2, UGT2A3, UGT2B10, UGT2B11, UGT2B15, UGT2B17, UGT2B28, UGT2B4, UGT2B7
Riboflavin metabolism	32	2	5.46	2.72	0.0056	0.031	5.93	0.67	24.4	1	Customised	FAD, Riboflavin	C00016, C00255	ACP1, ACP2, ACP5, BLVRB, C00016, C00044, C00061, C00199, C00235, C00255, C00474, C01007, C01268, C01304, C01352, C01390, C01727, C01847, C03114, C04332, C04454, C04732, C05995, C15556, C15563, C18910, C21214, C21215, ENPP1, ENPP3, FLAD1, RFK	ACP1, ACP2, ACP5, BLVRB, FAD, GTP, FMN, D-Ribulose 5-phosphate, Dimethylallyl diphosphate, Riboflavin, Ribitol, Reduced riboflavin, 5-Amino-6-(5'-phosphoribosylamino)uracil, 2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one, FADH2, Prenol, Lumichrome, Reduced FMN, Dimethylbenzimidazole, 6,7-Dimethyl-8-(D-ribityl)lumazine, 5-Amino-6-(5'-phospho-D-ribitylamino)uracil, 5-Amino-6-(1-D-ribitylamino)uracil, 7-Hydroxy-6-methyl-8-ribityllumazine, L-3,4-Dihydroxybutan-2-one 4-phosphate, 2-Amino-5-formylamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one, 2,5-Diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one, Dimethylallyl phosphate, Prenylated FMNH2, ENPP1, ENPP3, FLAD1, RFK
Taurine and hypotaurine metabolism	40	2	4.37	2.3	0.01	0.049	4.68	0.533	18.9	1	Customised	Pyruvate, L-Glutamate	C00022, C00025	ADO, BAAT, C00022, C00024, C00025, C00026, C00033, C00041, C00084, C00094, C00097, C00227, C00245, C00506, C00519, C00593, C00606, C01678, C01959, C03149, C05122, C05123, C05844, C06735, C14179, C19685, CDO1, CSAD, FMO1, FMO2, FMO3, FMO4, FMO5, GAD1, GAD2, GADL1, GGT1, GGT5, GGT6, GGT7	ADO, BAAT, Pyruvate, Acetyl-CoA, L-Glutamate, 2-Oxoglutarate, Acetate, L-Alanine, Acetaldehyde, Sulfite, L-Cysteine, Acetyl phosphate, Taurine, L-Cysteate, Hypotaurine, Sulfoacetaldehyde, 3-Sulfino-L-alanine, Cysteamine, Taurocyamine, N-Phosphotaurocyamine, Taurocholate, 2-Hydroxyethanesulfonate, 5-L-Glutamyl-taurine, Aminoacetaldehyde, Sulfoacetate, Sulfoacetyl-CoA, CDO1, CSAD, FMO1, FMO2, FMO3, FMO4, FMO5, GAD1, GAD2, GADL1, GGT1, GGT5, GGT6, GGT7
Terpenoid backbone biosynthesis	69	2	2.53	1.38	0.044	0.11	2.64	0.305	10.4	1	Customised	Pyruvate, PDSS1	C00022, PDSS1	ACAT1, ACAT2, C00022, C00024, C00118, C00129, C00235, C00332, C00341, C00353, C00356, C00418, C00448, C01107, C01126, C01143, C01230, C02321, C03461, C04145, C04146, C04216, C04506, C04574, C04748, C05427, C05859, C06081, C11434, C11435, C11436, C11437, C11453, C11811, C16521, C16826, C17432, C18321, C19691, C19760, C19852, C19853, C20120, C20121, C20345, C20847, C20848, C22453, CHURC1-FNTB, DHDDS, FDPS, FNTA, FNTB, GGPS1, HMGCR, HMGCS1, HMGCS2, ICMT, IDI1, IDI2, MVD, MVK, NUS1, PCYOX1, PDSS1, PDSS2, PMVK, RCE1, ZMPSTE24	ACAT1, ACAT2, Pyruvate, Acetyl-CoA, D-Glyceraldehyde 3-phosphate, Isopentenyl diphosphate, Dimethylallyl diphosphate, Acetoacetyl-CoA, Geranyl diphosphate, Geranylgeranyl diphosphate, (S)-3-Hydroxy-3-methylglutaryl-CoA, (R)-Mevalonate, trans,trans-Farnesyl diphosphate, (R)-5-Phosphomevalonate, (2E,6E)-Farnesol, (R)-5-Diphosphomevalonate, all-trans-Hexaprenyl diphosphate, cis-1,4-Polyisoprene, 2-trans,6-trans-Farnesal, all-trans-Nonaprenyl diphosphate, all-trans-Octaprenyl diphosphate, all-trans-Heptaprenyl diphosphate, Protein C-terminal S-farnesyl-L-cysteine, di-trans,poly-cis-Undecaprenyl diphosphate, Protein C-terminal S-farnesyl-L-cysteine methyl ester, Phytyl diphosphate, Dehydrodolichol diphosphate, Polyprenol, 2-C-Methyl-D-erythritol 4-phosphate, 4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol, 2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol, 1-Deoxy-D-xylulose 5-phosphate, 2-C-Methyl-D-erythritol 2,4-cyclodiphosphate, 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate, Isoprene, 2-cis,6-trans-Farnesyl diphosphate, all-trans-Decaprenyl diphosphate, trans,octacis-Decaprenyl diphosphate, Farnesylcysteine, (2Z,6Z)-Farnesyl diphosphate, tritrans,heptacis-Undecaprenyl diphosphate, trans,polycis-Polyprenyl diphosphate, S-Farnesyl protein, trans,trans-Farnesyl phosphate, Isopentenyl phosphate, (R)-Mevalonate 3-phosphate, (R)-Mevalonate 3,5-bisphosphate, tAHMP, CHURC1-FNTB, DHDDS, FDPS, FNTA, FNTB, GGPS1, HMGCR, HMGCS1, HMGCS2, ICMT, IDI1, IDI2, MVD, MVK, NUS1, PCYOX1, PDSS1, PDSS2, PMVK, RCE1, ZMPSTE24
Thiamine metabolism	46	2	3.8	2.05	0.015	0.067	4.03	0.462	16.2	1	Customised	AK7, Pyruvate	AK7, C00022	ACP1, AK1, AK2, AK4, AK5, AK7, AK8, ALPG, ALPI, ALPL, ALPP, C00003, C00018, C00022, C00037, C00068, C00082, C00097, C00118, C00378, C01081, C01279, C02892, C03028, C03373, C04294, C04327, C04556, C04752, C05856, C11437, C15809, C15810, C15811, C15812, C15813, C15814, C19872, C20246, C20247, C20267, C20784, NFS1, NTPCR, THTPA, TPK1	ACP1, AK1, AK2, AK4, AK5, AK7, AK8, ALPG, ALPI, ALPL, ALPP, NAD+, Pyridoxal phosphate, Pyruvate, Glycine, Thiamin diphosphate, L-Tyrosine, L-Cysteine, D-Glyceraldehyde 3-phosphate, Thiamine, Thiamin monophosphate, 4-Amino-5-hydroxymethyl-2-methylpyrimidine, Thiamine acetic acid, Thiamin triphosphate, Aminoimidazole ribotide, 5-(2-Hydroxyethyl)-4-methylthiazole, 4-Methyl-5-(2-phosphooxyethyl)thiazole, 4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine, 4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate, Thiamine aldehyde, 1-Deoxy-D-xylulose 5-phosphate, Iminoglycine, Sulfur-carrier protein, [Enzyme]-cysteine, [Enzyme]-S-sulfanylcysteine, Adenylyl-[sulfur-carrier protein], Thiocarboxy-[sulfur-carrier protein], N-Formyl-4-amino-5-aminomethyl-2-methylpyrimidine, 2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate, 2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate, 4-Amino-5-aminomethyl-2-methylpyrimidine, ADP-5-ethyl-4-methylthiazole-2-carboxylate, NFS1, NTPCR, THTPA, TPK1
Tyrosine metabolism	114	3	2.3	1.51	0.041	0.11	2.41	0.474	7.64	1	Customised	AOX1, Pyruvate, MAOA	AOX1, C00022, MAOA	ADH1A, ADH1B, ADH1C, ADH4, ADH5, ADH6, ADH7, ALDH3A1, ALDH3B1, ALDH3B2, AOC2, AOC3, AOX1, C00022, C00042, C00082, C00122, C00146, C00164, C00232, C00355, C00483, C00530, C00544, C00547, C00628, C00642, C00788, C00811, C00822, C01036, C01060, C01061, C01161, C01179, C01384, C01693, C01829, C01850, C02167, C02442, C02465, C02514, C02515, C03063, C03077, C03758, C03765, C03964, C04043, C04045, C04052, C04185, C04186, C04368, C04642, C04796, C04797, C05338, C05350, C05576, C05577, C05578, C05579, C05580, C05581, C05582, C05583, C05584, C05585, C05587, C05588, C05589, C05593, C05594, C05595, C05596, C05600, C05604, C06044, C06046, C06047, C06048, C06199, C06201, C10447, C17935, C17936, C17937, C17938, C22038, COMT, DBH, DCT, DDC, FAH, FAHD1, GOT1, GOT1L1, GOT2, GSTZ1, HGD, HPD, IL4I1, LRTOMT, MAOA, MAOB, MIF, PNMT, TAT, TH, TPO, TYR, TYRP1	ADH1A, ADH1B, ADH1C, ADH4, ADH5, ADH6, ADH7, ALDH3A1, ALDH3B1, ALDH3B2, AOC2, AOC3, AOX1, Pyruvate, Succinate, L-Tyrosine, Fumarate, Phenol, Acetoacetate, Succinate semialdehyde, 3,4-Dihydroxy-L-phenylalanine, Tyramine, Hydroquinone, Homogentisate, L-Noradrenaline, 2,5-Dihydroxybenzoate, 4-Hydroxyphenylacetate, L-Adrenaline, 4-Coumarate, Dopaquinone, 4-Maleylacetoacetate, 3,5-Diiodo-L-tyrosine, 4-Fumarylacetoacetate, 3,4-Dihydroxyphenylacetate, 3-(4-Hydroxyphenyl)pyruvate, Maleic acid, L-Dopachrome, Thyroxine, Rosmarinate, Maleylpyruvate, N-Methyltyramine, Triiodothyronine, 3-Fumarylpyruvate, 3-Iodo-L-tyrosine, 2-Oxohept-3-enedioate, 4-Chlorophenylacetate, Dopamine, 4-Hydroxyphenylacetaldehyde, (R)-3-(4-Hydroxyphenyl)lactate, 3,4-Dihydroxyphenylacetaldehyde, 3-(3,4-Dihydroxyphenyl)pyruvate, 5-Carboxy-2-oxohept-3-enedioate, 5,6-Dihydroxyindole-2-carboxylate, 5-Carboxymethyl-2-hydroxymuconate, 3-Amino-3-(4-hydroxyphenyl)propanoate, 2-Hydroxy-5-carboxymethylmuconate semialdehyde, 4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde, 5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde, 4-Hydroxyphenylacetyl-CoA, 2-Hydroxy-3-(4-hydroxyphenyl)propenoate, 3,4-Dihydroxyphenylethyleneglycol, 3,4-Dihydroxymandelaldehyde, 5,6-Dihydroxyindole, Indole-5,6-quinone, 3,4-Dihydroxymandelate, 3-Methoxy-4-hydroxyphenylacetaldehyde, Homovanillate, 3-Methoxy-4-hydroxyphenylglycolaldehyde, 3-Methoxy-4-hydroxymandelate, Gentisate aldehyde, 3-Methoxytyramine, L-Metanephrine, L-Normetanephrine, 3-Hydroxyphenylacetate, 3-Methoxy-4-hydroxyphenylethyleneglycol, 4-Hydroxyphenylacetylglutamic acid, p-Hydroxyphenylacetylglycine, 2-Hydroxyhepta-2,4-dienedioate, 2-Carboxy-2,3-dihydro-5,6-dihydroxyindole, 4-Hydroxyphenylethanol, Salidroside, Stizolobate, Stizolobinate, Hordenine, 2,4-Dihydroxyhept-2-enedioate, 3,4-Dihydroxyphenylpropanoate, Cysteinyldopa, Phaeomelanin, Eumelanin, 5,6-Indolequinone-2-carboxylic acid, (R)-3-(3,4-Dihydroxyphenyl)lactate, COMT, DBH, DCT, DDC, FAH, FAHD1, GOT1, GOT1L1, GOT2, GSTZ1, HGD, HPD, IL4I1, LRTOMT, MAOA, MAOB, MIF, PNMT, TAT, TH, TPO, TYR, TYRP1
Valine, leucine and isoleucine biosynthesis	27	1	3.23	1.25	0.038	0.11	3.36	0.0805	21.3	1	Customised	Pyruvate	C00022	BCAT1, BCAT2, C00022, C00024, C00109, C00123, C00141, C00183, C00188, C00233, C00407, C00671, C02226, C02504, C02612, C02631, C04181, C04236, C04272, C04411, C06006, C06007, C06010, C06032, C14463, SDS, SDSL	BCAT1, BCAT2, Pyruvate, Acetyl-CoA, 2-Oxobutanoate, L-Leucine, 3-Methyl-2-oxobutanoic acid, L-Valine, L-Threonine, 4-Methyl-2-oxopentanoate, L-Isoleucine, (S)-3-Methyl-2-oxopentanoic acid, 2-Methylmaleate, alpha-Isopropylmalate, (R)-2-Methylmalate, 2-Isopropylmaleate, 3-Hydroxy-3-methyl-2-oxobutanoic acid, (2S)-2-Isopropyl-3-oxosuccinate, (R)-2,3-Dihydroxy-3-methylbutanoate, (2R,3S)-3-Isopropylmalate, (S)-2-Aceto-2-hydroxybutanoate, (R)-2,3-Dihydroxy-3-methylpentanoate, (S)-2-Acetolactate, D-erythro-3-Methylmalate, (R)-3-Hydroxy-3-methyl-2-oxopentanoate, SDS, SDSL
