name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu	distance	namespace	members_Overlap	members_Overlap_keggid	members_Anno_keggid	members_Anno
Glutathione metabolism	57	23	1.13	0.74	0.19	0.72	1.23	0.682	2.17	1	Customised	CHAC1, CHAC2, GCLM, GGCT, GGT1, GGT5, GGT7, GPX3, GSS, GSTM2, GSTM3, GSTM5, GSTO2, GSTP1, HPGDS, IDH2, LANCL1, PGD, PRDX6, RRM1, RRM2, SMS, SRM	CHAC1, CHAC2, GCLM, GGCT, GGT1, GGT5, GGT7, GPX3, GSS, GSTM2, GSTM3, GSTM5, GSTO2, GSTP1, HPGDS, IDH2, LANCL1, PGD, PRDX6, RRM1, RRM2, SMS, SRM	ANPEP, CHAC1, CHAC2, G6PD, GCLC, GCLM, GGCT, GGT1, GGT5, GGT6, GGT7, GPX1, GPX2, GPX3, GPX4, GPX5, GPX6, GPX7, GPX8, GSR, GSS, GSTA1, GSTA2, GSTA3, GSTA4, GSTA5, GSTK1, GSTM1, GSTM2, GSTM3, GSTM4, GSTM5, GSTO1, GSTO2, GSTP1, GSTT1, GSTT2, GSTT2B, HPGDS, IDH1, IDH2, LANCL1, LAP3, MGST1, MGST2, MGST3, NAT8, ODC1, OPLAH, PGD, PRDX6, RRM1, RRM2, RRM2B, SMS, SRM, TXNDC12	ANPEP, CHAC1, CHAC2, G6PD, GCLC, GCLM, GGCT, GGT1, GGT5, GGT6, GGT7, GPX1, GPX2, GPX3, GPX4, GPX5, GPX6, GPX7, GPX8, GSR, GSS, GSTA1, GSTA2, GSTA3, GSTA4, GSTA5, GSTK1, GSTM1, GSTM2, GSTM3, GSTM4, GSTM5, GSTO1, GSTO2, GSTP1, GSTT1, GSTT2, GSTT2B, HPGDS, IDH1, IDH2, LANCL1, LAP3, MGST1, MGST2, MGST3, NAT8, ODC1, OPLAH, PGD, PRDX6, RRM1, RRM2, RRM2B, SMS, SRM, TXNDC12
Glycerolipid metabolism	62	13	0.587	-2.47	0.99	1	0.466	0.23	0.881	1	Customised	AGK, ALDH3A2, DGKA, DGKD, GPAM, LCLAT1, LPL, MGLL, PLPP1, PLPP3, PNPLA2, PNPLA3, TKFC	AGK, ALDH3A2, DGKA, DGKD, GPAM, LCLAT1, LPL, MGLL, PLPP1, PLPP3, PNPLA2, PNPLA3, TKFC	ABHD16A, AGK, AGPAT1, AGPAT2, AGPAT3, AGPAT4, AGPAT5, AKR1A1, AKR1B1, AKR1B10, ALDH1B1, ALDH2, ALDH3A2, ALDH7A1, ALDH9A1, CEL, DGAT1, DGAT2, DGKA, DGKB, DGKD, DGKE, DGKG, DGKH, DGKI, DGKK, DGKQ, DGKZ, GK, GK2, GLA, GLYCTK, GPAM, GPAT2, GPAT3, GPAT4, LCLAT1, LIPC, LIPF, LIPG, LPIN1, LPIN2, LPIN3, LPL, MBOAT1, MBOAT2, MGLL, MOGAT1, MOGAT2, MOGAT3, PLPP1, PLPP2, PLPP3, PLPP4, PLPP5, PNLIP, PNLIPRP1, PNLIPRP2, PNLIPRP3, PNPLA2, PNPLA3, TKFC	ABHD16A, AGK, AGPAT1, AGPAT2, AGPAT3, AGPAT4, AGPAT5, AKR1A1, AKR1B1, AKR1B10, ALDH1B1, ALDH2, ALDH3A2, ALDH7A1, ALDH9A1, CEL, DGAT1, DGAT2, DGKA, DGKB, DGKD, DGKE, DGKG, DGKH, DGKI, DGKK, DGKQ, DGKZ, GK, GK2, GLA, GLYCTK, GPAM, GPAT2, GPAT3, GPAT4, LCLAT1, LIPC, LIPF, LIPG, LPIN1, LPIN2, LPIN3, LPL, MBOAT1, MBOAT2, MGLL, MOGAT1, MOGAT2, MOGAT3, PLPP1, PLPP2, PLPP3, PLPP4, PLPP5, PNLIP, PNLIPRP1, PNLIPRP2, PNLIPRP3, PNPLA2, PNPLA3, TKFC
Glycerophospholipid metabolism	99	30	0.848	-1.16	0.85	1	0.771	0.478	1.22	1	Customised	ADPRM, CEPT1, CHKB, DGKA, DGKD, GPAM, GPCPD1, GPD1, GPD1L, GPD2, JMJD7-PLA2G4B, LCLAT1, LPCAT1, LYPLA1, LYPLA2, PCYT1B, PCYT2, PHOSPHO1, PISD, PLA2G4C, PLA2G4F, PLA2G6, PLB1, PLD1, PLD4, PLPP1, PLPP3, PNPLA7, PTDSS1, SELENOI	ADPRM, CEPT1, CHKB, DGKA, DGKD, GPAM, GPCPD1, GPD1, GPD1L, GPD2, JMJD7-PLA2G4B, LCLAT1, LPCAT1, LYPLA1, LYPLA2, PCYT1B, PCYT2, PHOSPHO1, PISD, PLA2G4C, PLA2G4F, PLA2G6, PLB1, PLD1, PLD4, PLPP1, PLPP3, PNPLA7, PTDSS1, SELENOI	ACHE, ADPRM, AGPAT1, AGPAT2, AGPAT3, AGPAT4, AGPAT5, CDIPT, CDS1, CDS2, CEPT1, CHAT, CHKA, CHKB, CHPT1, CRLS1, DGKA, DGKB, DGKD, DGKE, DGKG, DGKH, DGKI, DGKK, DGKQ, DGKZ, ETNK1, ETNK2, ETNPPL, GNPAT, GPAM, GPAT2, GPAT3, GPAT4, GPCPD1, GPD1, GPD1L, GPD2, JMJD7-PLA2G4B, LCAT, LCLAT1, LPCAT1, LPCAT2, LPCAT3, LPCAT4, LPGAT1, LPIN1, LPIN2, LPIN3, LYPLA1, LYPLA2, MBOAT1, MBOAT2, MBOAT7, PCYT1A, PCYT1B, PCYT2, PEMT, PGS1, PHOSPHO1, PISD, PLA1A, PLA2G10, PLA2G12A, PLA2G12B, PLA2G15, PLA2G1B, PLA2G2A, PLA2G2C, PLA2G2D, PLA2G2E, PLA2G2F, PLA2G3, PLA2G4A, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4E, PLA2G4F, PLA2G5, PLA2G6, PLAAT2, PLAAT3, PLB1, PLD1, PLD2, PLD3, PLD4, PLPP1, PLPP2, PLPP3, PLPP4, PLPP5, PNPLA6, PNPLA7, PTDSS1, PTDSS2, SELENOI, TAFAZZIN	ACHE, ADPRM, AGPAT1, AGPAT2, AGPAT3, AGPAT4, AGPAT5, CDIPT, CDS1, CDS2, CEPT1, CHAT, CHKA, CHKB, CHPT1, CRLS1, DGKA, DGKB, DGKD, DGKE, DGKG, DGKH, DGKI, DGKK, DGKQ, DGKZ, ETNK1, ETNK2, ETNPPL, GNPAT, GPAM, GPAT2, GPAT3, GPAT4, GPCPD1, GPD1, GPD1L, GPD2, JMJD7-PLA2G4B, LCAT, LCLAT1, LPCAT1, LPCAT2, LPCAT3, LPCAT4, LPGAT1, LPIN1, LPIN2, LPIN3, LYPLA1, LYPLA2, MBOAT1, MBOAT2, MBOAT7, PCYT1A, PCYT1B, PCYT2, PEMT, PGS1, PHOSPHO1, PISD, PLA1A, PLA2G10, PLA2G12A, PLA2G12B, PLA2G15, PLA2G1B, PLA2G2A, PLA2G2C, PLA2G2D, PLA2G2E, PLA2G2F, PLA2G3, PLA2G4A, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4E, PLA2G4F, PLA2G5, PLA2G6, PLAAT2, PLAAT3, PLB1, PLD1, PLD2, PLD3, PLD4, PLPP1, PLPP2, PLPP3, PLPP4, PLPP5, PNPLA6, PNPLA7, PTDSS1, PTDSS2, SELENOI, TAFAZZIN
Glycine, serine and threonine metabolism	40	14	0.98	-0.0977	0.47	0.85	0.968	0.463	1.94	1	Customised	AMT, AOC3, CBS, DMGDH, GAMT, GCSH, GLDC, MAOA, PGAM1, PHGDH, PSAT1, PSPH, SARDH, SHMT2	AMT, AOC3, CBS, DMGDH, GAMT, GCSH, GLDC, MAOA, PGAM1, PHGDH, PSAT1, PSPH, SARDH, SHMT2	AGXT, AGXT2, ALAS1, ALAS2, ALDH7A1, AMT, AOC2, AOC3, BHMT, BPGM, CBS, CHDH, CTH, DAO, DLD, DMGDH, GAMT, GATM, GCAT, GCSH, GLDC, GLYCTK, GNMT, GRHPR, LOC102724560, MAOA, MAOB, PGAM1, PGAM2, PGAM4, PHGDH, PIPOX, PSAT1, PSPH, SARDH, SDS, SDSL, SHMT1, SHMT2, SRR	AGXT, AGXT2, ALAS1, ALAS2, ALDH7A1, AMT, AOC2, AOC3, BHMT, BPGM, CBS, CHDH, CTH, DAO, DLD, DMGDH, GAMT, GATM, GCAT, GCSH, GLDC, GLYCTK, GNMT, GRHPR, LOC102724560, MAOA, MAOB, PGAM1, PGAM2, PGAM4, PHGDH, PIPOX, PSAT1, PSPH, SARDH, SDS, SDSL, SHMT1, SHMT2, SRR
Glycolysis / Gluconeogenesis	67	16	0.668	-2.07	0.98	1	0.552	0.291	0.995	1	Customised	ADH1B, ADH1C, ALDH3A2, ALDH3B1, ENO1, ENO4, FBP1, GAPDH, GPI, LDHA, LDHB, PDHA1, PGAM1, PGK1, PKM, TPI1	ADH1B, ADH1C, ALDH3A2, ALDH3B1, ENO1, ENO4, FBP1, GAPDH, GPI, LDHA, LDHB, PDHA1, PGAM1, PGK1, PKM, TPI1	ACSS1, ACSS2, ADH1A, ADH1B, ADH1C, ADH4, ADH5, ADH6, ADH7, ADPGK, AKR1A1, ALDH1B1, ALDH2, ALDH3A1, ALDH3A2, ALDH3B1, ALDH3B2, ALDH7A1, ALDH9A1, ALDOA, ALDOB, ALDOC, BPGM, DLAT, DLD, ENO1, ENO2, ENO3, ENO4, FBP1, FBP2, G6PC1, G6PC2, G6PC3, GALM, GAPDH, GAPDHS, GCK, GPI, HK1, HK2, HK3, HKDC1, LDHA, LDHAL6A, LDHAL6B, LDHB, LDHC, MINPP1, PCK1, PCK2, PDHA1, PDHA2, PDHB, PFKL, PFKM, PFKP, PGAM1, PGAM2, PGAM4, PGK1, PGK2, PGM1, PGM2, PKLR, PKM, TPI1	ACSS1, ACSS2, ADH1A, ADH1B, ADH1C, ADH4, ADH5, ADH6, ADH7, ADPGK, AKR1A1, ALDH1B1, ALDH2, ALDH3A1, ALDH3A2, ALDH3B1, ALDH3B2, ALDH7A1, ALDH9A1, ALDOA, ALDOB, ALDOC, BPGM, DLAT, DLD, ENO1, ENO2, ENO3, ENO4, FBP1, FBP2, G6PC1, G6PC2, G6PC3, GALM, GAPDH, GAPDHS, GCK, GPI, HK1, HK2, HK3, HKDC1, LDHA, LDHAL6A, LDHAL6B, LDHB, LDHC, MINPP1, PCK1, PCK2, PDHA1, PDHA2, PDHB, PFKL, PFKM, PFKP, PGAM1, PGAM2, PGAM4, PGK1, PGK2, PGM1, PGM2, PKLR, PKM, TPI1
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	21	8	1.07	0.227	0.32	0.78	1.11	0.396	2.9	1	Customised	B3GALT6, CHST14, CHST15, CHST7, CHSY3, CSGALNACT1, DSEL, XYLT1	B3GALT6, CHST14, CHST15, CHST7, CHSY3, CSGALNACT1, DSEL, XYLT1	B3GALT6, B3GAT3, B4GALT7, CHPF, CHPF2, CHST11, CHST12, CHST13, CHST14, CHST15, CHST3, CHST7, CHSY1, CHSY3, CSGALNACT1, CSGALNACT2, DSE, DSEL, UST, XYLT1, XYLT2	B3GALT6, B3GAT3, B4GALT7, CHPF, CHPF2, CHST11, CHST12, CHST13, CHST14, CHST15, CHST3, CHST7, CHSY1, CHSY3, CSGALNACT1, CSGALNACT2, DSE, DSEL, UST, XYLT1, XYLT2
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	24	5	0.583	-1.53	0.91	1	0.469	0.136	1.31	1	Customised	B3GALT6, EXTL1, HS2ST1, HS6ST1, XYLT1	B3GALT6, EXTL1, HS2ST1, HS6ST1, XYLT1	B3GALT6, B3GAT3, B4GALT7, EXT1, EXT2, EXTL1, EXTL2, EXTL3, GLCE, HS2ST1, HS3ST1, HS3ST2, HS3ST3A1, HS3ST3B1, HS3ST5, HS6ST1, HS6ST2, HS6ST3, NDST1, NDST2, NDST3, NDST4, XYLT1, XYLT2	B3GALT6, B3GAT3, B4GALT7, EXT1, EXT2, EXTL1, EXTL2, EXTL3, GLCE, HS2ST1, HS3ST1, HS3ST2, HS3ST3A1, HS3ST3B1, HS3ST5, HS6ST1, HS6ST2, HS6ST3, NDST1, NDST2, NDST3, NDST4, XYLT1, XYLT2
Glycosaminoglycan biosynthesis - keratan sulfate	14	5	1	-0.00134	0.38	0.78	0.999	0.262	3.34	1	Customised	B3GNT7, B4GALT2, B4GALT3, CHST6, FUT8	B3GNT7, B4GALT2, B4GALT3, CHST6, FUT8	B3GNT2, B3GNT7, B4GALT1, B4GALT2, B4GALT3, B4GALT4, CHST1, CHST2, CHST4, CHST6, FUT8, ST3GAL1, ST3GAL2, ST3GAL3	B3GNT2, B3GNT7, B4GALT1, B4GALT2, B4GALT3, B4GALT4, CHST1, CHST2, CHST4, CHST6, FUT8, ST3GAL1, ST3GAL2, ST3GAL3
Glycosaminoglycan degradation	19	8	1.18	0.583	0.2	0.74	1.31	0.455	3.6	1	Customised	GNS, HPSE2, HYAL1, HYAL2, HYAL3, IDS, IDUA, NAGLU	GNS, HPSE2, HYAL1, HYAL2, HYAL3, IDS, IDUA, NAGLU	ARSB, GALNS, GLB1, GNS, GUSB, HEXA, HEXB, HGSNAT, HPSE, HPSE2, HYAL1, HYAL2, HYAL3, HYAL4, IDS, IDUA, NAGLU, SGSH, SPAM1	ARSB, GALNS, GLB1, GNS, GUSB, HEXA, HEXB, HGSNAT, HPSE, HPSE2, HYAL1, HYAL2, HYAL3, HYAL4, IDS, IDUA, NAGLU, SGSH, SPAM1
Glycosphingolipid biosynthesis - ganglio series	15	6	1.12	0.346	0.26	0.78	1.2	0.35	3.8	1	Customised	B3GALT4, B4GALNT1, ST3GAL5, ST6GALNAC3, ST6GALNAC6, ST8SIA5	B3GALT4, B4GALNT1, ST3GAL5, ST6GALNAC3, ST6GALNAC6, ST8SIA5	B3GALT4, B4GALNT1, GLB1, HEXA, HEXB, SLC33A1, ST3GAL1, ST3GAL2, ST3GAL5, ST6GALNAC3, ST6GALNAC4, ST6GALNAC5, ST6GALNAC6, ST8SIA1, ST8SIA5	B3GALT4, B4GALNT1, GLB1, HEXA, HEXB, SLC33A1, ST3GAL1, ST3GAL2, ST3GAL5, ST6GALNAC3, ST6GALNAC4, ST6GALNAC5, ST6GALNAC6, ST8SIA1, ST8SIA5
Glycosphingolipid biosynthesis - globo and isoglobo series	15	2	0.373	-1.82	0.95	1	0.274	0.03	1.22	1	Customised	A4GALT, FUT9	A4GALT, FUT9	A3GALT2, A4GALT, B3GALNT1, B3GALT5, FUT1, FUT2, FUT9, GBGT1, GLA, HEXA, HEXB, NAGA, ST3GAL1, ST3GAL2, ST8SIA1	A3GALT2, A4GALT, B3GALNT1, B3GALT5, FUT1, FUT2, FUT9, GBGT1, GLA, HEXA, HEXB, NAGA, ST3GAL1, ST3GAL2, ST8SIA1
Glycosphingolipid biosynthesis - lacto and neolacto series	27	10	1.04	0.143	0.36	0.78	1.06	0.43	2.47	1	Customised	A4GALT, B3GALT2, B3GNT4, B3GNT5, B4GALT2, B4GALT3, FUT3, FUT9, GCNT2, ST3GAL6	A4GALT, B3GALT2, B3GNT4, B3GNT5, B4GALT2, B4GALT3, FUT3, FUT9, GCNT2, ST3GAL6	A4GALT, ABO, B3GALNT1, B3GALT1, B3GALT2, B3GALT5, B3GNT2, B3GNT3, B3GNT4, B3GNT5, B4GALT1, B4GALT2, B4GALT3, B4GALT4, FUT1, FUT2, FUT3, FUT4, FUT5, FUT6, FUT7, FUT9, GCNT2, ST3GAL3, ST3GAL4, ST3GAL6, ST8SIA1	A4GALT, ABO, B3GALNT1, B3GALT1, B3GALT2, B3GALT5, B3GNT2, B3GNT3, B3GNT4, B3GNT5, B4GALT1, B4GALT2, B4GALT3, B4GALT4, FUT1, FUT2, FUT3, FUT4, FUT5, FUT6, FUT7, FUT9, GCNT2, ST3GAL3, ST3GAL4, ST3GAL6, ST8SIA1
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	26	11	1.18	0.705	0.18	0.72	1.32	0.547	3.11	1	Customised	GPLD1, MPPE1, PIGB, PIGG, PIGH, PIGL, PIGP, PIGS, PIGU, PIGV, PIGW	GPLD1, MPPE1, PIGB, PIGG, PIGH, PIGL, PIGP, PIGS, PIGU, PIGV, PIGW	DPM2, GPAA1, GPLD1, MPPE1, PGAP1, PIGA, PIGB, PIGC, PIGF, PIGG, PIGH, PIGK, PIGL, PIGM, PIGN, PIGO, PIGP, PIGQ, PIGS, PIGT, PIGU, PIGV, PIGW, PIGX, PIGY, PIGZ	DPM2, GPAA1, GPLD1, MPPE1, PGAP1, PIGA, PIGB, PIGC, PIGF, PIGG, PIGH, PIGK, PIGL, PIGM, PIGN, PIGO, PIGP, PIGQ, PIGS, PIGT, PIGU, PIGV, PIGW, PIGX, PIGY, PIGZ
Glyoxylate and dicarboxylate metabolism	30	12	1.12	0.492	0.24	0.78	1.2	0.525	2.66	1	Customised	ACAT2, ACO1, AMT, CAT, GCSH, GLDC, GLUL, MDH1, MDH2, PCCA, PGP, SHMT2	ACAT2, ACO1, AMT, CAT, GCSH, GLDC, GLUL, MDH1, MDH2, PCCA, PGP, SHMT2	ACAT1, ACAT2, ACO1, ACO2, ACSS1, ACSS2, AFMID, AGXT, AMT, CAT, CS, DLD, GCSH, GLDC, GLUL, GLYCTK, GRHPR, HAO1, HAO2, HOGA1, HYI, MCEE, MDH1, MDH2, MMUT, PCCA, PCCB, PGP, SHMT1, SHMT2	ACAT1, ACAT2, ACO1, ACO2, ACSS1, ACSS2, AFMID, AGXT, AMT, CAT, CS, DLD, GCSH, GLDC, GLUL, GLYCTK, GRHPR, HAO1, HAO2, HOGA1, HYI, MCEE, MDH1, MDH2, MMUT, PCCA, PCCB, PGP, SHMT1, SHMT2
Histidine metabolism	22	7	0.89	-0.385	0.56	0.95	0.838	0.287	2.2	1	Customised	ALDH3A2, ALDH3B1, ASPA, CARNS1, HDC, HNMT, MAOA	ALDH3A2, ALDH3B1, ASPA, CARNS1, HDC, HNMT, MAOA	ALDH1B1, ALDH2, ALDH3A1, ALDH3A2, ALDH3B1, ALDH3B2, ALDH7A1, ALDH9A1, AMDHD1, AOC1, ASPA, CARNMT1, CARNS1, CNDP1, CNDP2, FTCD, HAL, HDC, HNMT, MAOA, MAOB, UROC1	ALDH1B1, ALDH2, ALDH3A1, ALDH3A2, ALDH3B1, ALDH3B2, ALDH7A1, ALDH9A1, AMDHD1, AOC1, ASPA, CARNMT1, CARNS1, CNDP1, CNDP2, FTCD, HAL, HDC, HNMT, MAOA, MAOB, UROC1
Inositol phosphate metabolism	73	27	1.04	0.229	0.36	0.78	1.06	0.625	1.76	1	Customised	ALDH6A1, IMPA2, INPP1, INPP4B, INPP5A, INPP5B, INPP5D, INPP5J, INPP5K, ITPK1, MTM1, MTMR2, MTMR3, MTMR6, PI4K2A, PIK3CG, PIP4K2A, PIP5K1A, PIP5K1B, PLCB2, PLCD4, PLCE1, PLCG1, PLCH1, PLCH2, PTEN, TPI1	ALDH6A1, IMPA2, INPP1, INPP4B, INPP5A, INPP5B, INPP5D, INPP5J, INPP5K, ITPK1, MTM1, MTMR2, MTMR3, MTMR6, PI4K2A, PIK3CG, PIP4K2A, PIP5K1A, PIP5K1B, PLCB2, PLCD4, PLCE1, PLCG1, PLCH1, PLCH2, PTEN, TPI1	ALDH6A1, CDIPT, FIG4, IMPA1, IMPA2, INPP1, INPP4A, INPP4B, INPP5A, INPP5B, INPP5D, INPP5E, INPP5F, INPP5J, INPP5K, INPPL1, IPMK, IPPK, ISYNA1, ITPK1, ITPKA, ITPKB, ITPKC, MINPP1, MIOX, MTM1, MTMR1, MTMR14, MTMR2, MTMR3, MTMR4, MTMR6, MTMR7, MTMR8, OCRL, PI4K2A, PI4K2B, PI4KA, PI4KB, PIK3C2A, PIK3C2B, PIK3C2G, PIK3C3, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIKFYVE, PIP4K2A, PIP4K2B, PIP4K2C, PIP5K1A, PIP5K1B, PIP5K1C, PIP5KL1, PLCB1, PLCB2, PLCB3, PLCB4, PLCD1, PLCD3, PLCD4, PLCE1, PLCG1, PLCG2, PLCH1, PLCH2, PLCZ1, PTEN, SACM1L, SYNJ1, SYNJ2, TPI1	ALDH6A1, CDIPT, FIG4, IMPA1, IMPA2, INPP1, INPP4A, INPP4B, INPP5A, INPP5B, INPP5D, INPP5E, INPP5F, INPP5J, INPP5K, INPPL1, IPMK, IPPK, ISYNA1, ITPK1, ITPKA, ITPKB, ITPKC, MINPP1, MIOX, MTM1, MTMR1, MTMR14, MTMR2, MTMR3, MTMR4, MTMR6, MTMR7, MTMR8, OCRL, PI4K2A, PI4K2B, PI4KA, PI4KB, PIK3C2A, PIK3C2B, PIK3C2G, PIK3C3, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIKFYVE, PIP4K2A, PIP4K2B, PIP4K2C, PIP5K1A, PIP5K1B, PIP5K1C, PIP5KL1, PLCB1, PLCB2, PLCB3, PLCB4, PLCD1, PLCD3, PLCD4, PLCE1, PLCG1, PLCG2, PLCH1, PLCH2, PLCZ1, PTEN, SACM1L, SYNJ1, SYNJ2, TPI1
Linoleic acid metabolism	30	6	0.56	-1.81	0.95	1	0.444	0.148	1.12	1	Customised	CYP2E1, JMJD7-PLA2G4B, PLA2G4C, PLA2G4F, PLA2G6, PLB1	CYP2E1, JMJD7-PLA2G4B, PLA2G4C, PLA2G4F, PLA2G6, PLB1	ALOX15, CYP1A2, CYP2C19, CYP2C8, CYP2C9, CYP2E1, CYP2J2, CYP3A4, JMJD7-PLA2G4B, PLA2G10, PLA2G12A, PLA2G12B, PLA2G1B, PLA2G2A, PLA2G2C, PLA2G2D, PLA2G2E, PLA2G2F, PLA2G3, PLA2G4A, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4E, PLA2G4F, PLA2G5, PLA2G6, PLAAT2, PLAAT3, PLB1	ALOX15, CYP1A2, CYP2C19, CYP2C8, CYP2C9, CYP2E1, CYP2J2, CYP3A4, JMJD7-PLA2G4B, PLA2G10, PLA2G12A, PLA2G12B, PLA2G1B, PLA2G2A, PLA2G2C, PLA2G2D, PLA2G2E, PLA2G2F, PLA2G3, PLA2G4A, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4E, PLA2G4F, PLA2G5, PLA2G6, PLAAT2, PLAAT3, PLB1
Lipoic acid metabolism	4	2	1.4	0.596	0.13	0.67	1.8	0.13	24.9	1	Customised	ACSM1, LIAS	ACSM1, LIAS	ACSM1, LIAS, LIPT1, LIPT2	ACSM1, LIAS, LIPT1, LIPT2
Lysine degradation	63	27	1.2	1.2	0.092	0.67	1.37	0.788	2.34	1	Customised	AADAT, AASS, ACAT2, ALDH3A2, DHTKD1, DLST, EHMT2, EZH1, EZH2, HYKK, KMT2B, KMT5A, KMT5B, MECOM, NSD2, PHYKPL, PLOD1, PLOD3, PRDM16, PRDM2, SETDB1, SETDB2, SETMAR, SMYD1, SMYD2, SUV39H1, SUV39H2	AADAT, AASS, ACAT2, ALDH3A2, DHTKD1, DLST, EHMT2, EZH1, EZH2, HYKK, KMT2B, KMT5A, KMT5B, MECOM, NSD2, PHYKPL, PLOD1, PLOD3, PRDM16, PRDM2, SETDB1, SETDB2, SETMAR, SMYD1, SMYD2, SUV39H1, SUV39H2	AADAT, AASS, ACAT1, ACAT2, ALDH1B1, ALDH2, ALDH3A2, ALDH7A1, ALDH9A1, ASH1L, BBOX1, CAMKMT, COLGALT1, COLGALT2, DHTKD1, DLD, DLST, DOT1L, ECHS1, EHHADH, EHMT1, EHMT2, EZH1, EZH2, GCDH, HADH, HADHA, HYKK, KMT2A, KMT2B, KMT2C, KMT2D, KMT2E, KMT5A, KMT5B, KMT5C, MECOM, NSD1, NSD2, NSD3, PHYKPL, PIPOX, PLOD1, PLOD2, PLOD3, PRDM16, PRDM2, PRDM6, PRDM7, PRDM9, SETD1A, SETD1B, SETD2, SETD7, SETDB1, SETDB2, SETMAR, SMYD1, SMYD2, SMYD3, SUV39H1, SUV39H2, TMLHE	AADAT, AASS, ACAT1, ACAT2, ALDH1B1, ALDH2, ALDH3A2, ALDH7A1, ALDH9A1, ASH1L, BBOX1, CAMKMT, COLGALT1, COLGALT2, DHTKD1, DLD, DLST, DOT1L, ECHS1, EHHADH, EHMT1, EHMT2, EZH1, EZH2, GCDH, HADH, HADHA, HYKK, KMT2A, KMT2B, KMT2C, KMT2D, KMT2E, KMT5A, KMT5B, KMT5C, MECOM, NSD1, NSD2, NSD3, PHYKPL, PIPOX, PLOD1, PLOD2, PLOD3, PRDM16, PRDM2, PRDM6, PRDM7, PRDM9, SETD1A, SETD1B, SETD2, SETD7, SETDB1, SETDB2, SETMAR, SMYD1, SMYD2, SMYD3, SUV39H1, SUV39H2, TMLHE
Mannose type O-glycan biosynthesis	23	9	1.1	0.342	0.28	0.78	1.16	0.44	2.89	1	Customised	B3GALNT2, B3GAT1, B4GALT2, B4GALT3, B4GAT1, FUT9, LARGE1, LARGE2, MGAT5B	B3GALNT2, B3GAT1, B4GALT2, B4GALT3, B4GAT1, FUT9, LARGE1, LARGE2, MGAT5B	B3GALNT2, B3GAT1, B3GAT2, B4GALT1, B4GALT2, B4GALT3, B4GAT1, CHST10, CRPPA, FKRP, FKTN, FUT4, FUT9, LARGE1, LARGE2, MGAT5B, POMGNT1, POMGNT2, POMK, POMT1, POMT2, RXYLT1, ST3GAL3	B3GALNT2, B3GAT1, B3GAT2, B4GALT1, B4GALT2, B4GALT3, B4GAT1, CHST10, CRPPA, FKRP, FKTN, FUT4, FUT9, LARGE1, LARGE2, MGAT5B, POMGNT1, POMGNT2, POMK, POMT1, POMT2, RXYLT1, ST3GAL3
