pathway	transcriptome_pval	transcriptome_padj	metabolome_pval	metabolome_padj	combined_pval	combined_padj
(KEGG) Bile secretion	0.496907216494845	0.860237224254517	NA	NA	0.496907216494845	0.811391431284705
(KEGG) Vitamin digestion and absorption	0.650793650793651	0.951273325604876	NA	NA	0.650793650793651	0.91037319604105
(KEGG) Mineral absorption	0.462925851703407	0.837427664317399	0.852	0.901153846153846	0.749575542788456	0.9462890625
(KEGG) Cholesterol metabolism	0.0748440748440748	0.553325942350333	NA	NA	0.0748440748440748	0.532958022531531
(KEGG) Cobalamin transport and metabolism	0.721649484536082	0.978182822424745	NA	NA	0.721649484536082	0.936115596406243
(KEGG) Alzheimer disease	0.37315875613748	0.808744186046512	NA	NA	0.37315875613748	0.775085172567027
(KEGG) Parkinson disease	0.941780821917808	1	NA	NA	0.941780821917808	1
(KEGG) Amyotrophic lateral sclerosis	0.239870340356564	0.760103235553317	NA	NA	0.239870340356564	0.72087486981104
(KEGG) Huntington disease	0.99294532627866	1	0.510934393638171	0.731563002934772	0.96036638161297	1
(KEGG) Spinocerebellar ataxia	0.965357967667437	1	0.510934393638171	0.731563002934772	0.903863960056603	1
(KEGG) Prion disease	0.784722222222222	1	NA	NA	0.784722222222222	0.967424724342663
(KEGG) Pathways of neurodegeneration - multiple diseases	0.590690208667737	0.910058599000054	0.510934393638171	0.731563002934772	0.572027123026839	0.847544774026005
(KEGG) Cocaine addiction	0.797348484848485	1	0.510934393638171	0.731563002934772	0.72834944395778	0.937278368120968
(KEGG) Amphetamine addiction	0.481400437636761	0.856414038226725	NA	NA	0.481400437636761	0.811148272017837
(KEGG) Morphine addiction	0.538297872340426	0.888932995317702	NA	NA	0.538297872340426	0.840981221336374
(KEGG) Alcoholism	0.990950226244344	1	NA	NA	0.990950226244344	1
(KEGG) Bacterial invasion of epithelial cells	0.305122494432071	0.783908557856454	NA	NA	0.305122494432071	0.751131965791518
(KEGG) Vibrio cholerae infection	0.0512295081967213	0.519097222222222	NA	NA	0.0512295081967213	0.493303571428571
(KEGG) Epithelial cell signaling in Helicobacter pylori infection	0.231203007518797	0.754415047631678	NA	NA	0.231203007518797	0.718609774787064
(KEGG) Pathogenic Escherichia coli infection	0.419811320754717	0.819268153230417	NA	NA	0.419811320754717	0.793069329714604
(KEGG) Shigellosis	0.996638655462185	1	NA	NA	0.996638655462185	1
(KEGG) Salmonella infection	0.559585492227979	0.890706657577823	NA	NA	0.559585492227979	0.844608009297371
(KEGG) Pertussis	0.678260869565217	0.970376803708393	NA	NA	0.678260869565217	0.912293416913735
(KEGG) Legionellosis	0.165399239543726	0.689282888919913	NA	NA	0.165399239543726	0.643790913531998
(KEGG) Yersinia infection	0.91725768321513	1	NA	NA	0.91725768321513	1
(KEGG) Leishmaniasis	0.326797385620915	0.783908557856454	NA	NA	0.326797385620915	0.751131965791518
(KEGG) Chagas disease	0.962222222222222	1	NA	NA	0.962222222222222	1
(KEGG) African trypanosomiasis	0.492783505154639	0.857709668431318	NA	NA	0.492783505154639	0.811391431284705
(KEGG) Malaria	0.566218809980806	0.890706657577823	NA	NA	0.566218809980806	0.847544774026005
(KEGG) Toxoplasmosis	0.0951276102088167	0.595141700404858	NA	NA	0.0951276102088167	0.569004038841626
(KEGG) Amoebiasis	0.055905981944347	0.519097222222222	NA	NA	0.055905981944347	0.493303571428571
(KEGG) Staphylococcus aureus infection	0.11439842209073	0.640072773828375	NA	NA	0.11439842209073	0.604063503812012
(KEGG) Tuberculosis	0.984293193717278	1	0.10934393638171	0.546719681908549	0.742731378544419	0.944496989251367
(KEGG) Hepatitis C	0.428904428904429	0.826433369785971	NA	NA	0.428904428904429	0.793069329714604
(KEGG) Hepatitis B	0.075609756097561	0.553325942350333	NA	NA	0.075609756097561	0.532958022531531
(KEGG) Measles	0.441108545034642	0.826433369785971	NA	NA	0.441108545034642	0.793069329714604
(KEGG) Human cytomegalovirus infection	0.43640897755611	0.826433369785971	NA	NA	0.43640897755611	0.793069329714604
(KEGG) Influenza A	0.374133949191686	0.808744186046512	NA	NA	0.374133949191686	0.775085172567027
(KEGG) Human papillomavirus infection	0.954098360655738	1	NA	NA	0.954098360655738	1
(KEGG) Human T-cell leukemia virus 1 infection	0.657701711491443	0.953963743694795	NA	NA	0.657701711491443	0.91037319604105
(KEGG) Kaposi sarcoma-associated herpesvirus infection	0.943562610229277	1	NA	NA	0.943562610229277	1
(KEGG) Herpes simplex virus 1 infection	0.265432098765432	0.783908557856454	NA	NA	0.265432098765432	0.751131965791518
(KEGG) Epstein-Barr virus infection	0.5	0.86096256684492	NA	NA	0.5	0.811391431284705
(KEGG) Human immunodeficiency virus 1 infection	0.00293854287669628	0.157701801049367	NA	NA	0.00293854287669628	0.189829869834579
(KEGG) Coronavirus disease - COVID-19	1	1	NA	NA	1	1
(KEGG) Pathways in cancer	0.434065934065934	0.826433369785971	0.00653755825625775	0.119855234698059	0.030586634453439	0.474469383240181
(KEGG) Transcriptional misregulation in cancer	0.231683168316832	0.754415047631678	NA	NA	0.231683168316832	0.718609774787064
(KEGG) Viral carcinogenesis	1	1	NA	NA	1	1
(KEGG) Chemical carcinogenesis - DNA adducts	0.185654008438819	0.689282888919913	0.252	0.729473684210526	0.134651926546331	0.604063503812012
(KEGG) Proteoglycans in cancer	0.28361858190709	0.783908557856454	NA	NA	0.28361858190709	0.751131965791518
(KEGG) MicroRNAs in cancer	0.327231121281465	0.783908557856454	NA	NA	0.327231121281465	0.751131965791518
(KEGG) Chemical carcinogenesis - receptor activation	0.351981351981352	0.803815569773017	0.386516853932584	0.731563002934772	0.318242140809464	0.751131965791518
(KEGG) Chemical carcinogenesis - reactive oxygen species	0.94047619047619	1	0.252	0.729473684210526	0.735564731486561	0.939080665099443
(KEGG) Colorectal cancer	0.781420765027322	1	NA	NA	0.781420765027322	0.967045621087453
(KEGG) Renal cell carcinoma	0.993258426966292	1	NA	NA	0.993258426966292	1
(KEGG) Pancreatic cancer	0.915525114155251	1	NA	NA	0.915525114155251	1
(KEGG) Endometrial cancer	0.961608775137112	1	NA	NA	0.961608775137112	1
(KEGG) Glioma	0.435665914221219	0.826433369785971	NA	NA	0.435665914221219	0.793069329714604
(KEGG) Prostate cancer	0.409411764705882	0.816489972004222	NA	NA	0.409411764705882	0.793069329714604
(KEGG) Thyroid cancer	0.589981447124304	0.910058599000054	NA	NA	0.589981447124304	0.865092390063968
(KEGG) Basal cell carcinoma	0.342007434944238	0.799784017278618	NA	NA	0.342007434944238	0.751769344036479
(KEGG) Melanoma	0.292639138240575	0.783908557856454	NA	NA	0.292639138240575	0.751131965791518
(KEGG) Bladder cancer	0.91063829787234	1	NA	NA	0.91063829787234	1
(KEGG) Chronic myeloid leukemia	1	1	NA	NA	1	1
(KEGG) Acute myeloid leukemia	0.549371633752244	0.888932995317702	NA	NA	0.549371633752244	0.840981221336374
(KEGG) Small cell lung cancer	0.530612244897959	0.888932995317702	NA	NA	0.530612244897959	0.840981221336374
(KEGG) Non-small cell lung cancer	0.980322003577818	1	NA	NA	0.980322003577818	1
(KEGG) Breast cancer	0.184027777777778	0.689282888919913	NA	NA	0.184027777777778	0.653846153846154
(KEGG) Hepatocellular carcinoma	0.830985915492958	1	NA	NA	0.830985915492958	1
(KEGG) Gastric cancer	0.361256544502618	0.808744186046512	NA	NA	0.361256544502618	0.775085172567027
(KEGG) Central carbon metabolism in cancer	0.997787610619469	1	NA	NA	0.997787610619469	1
(KEGG) Choline metabolism in cancer	0.14027149321267	0.64524886877828	NA	NA	0.14027149321267	0.604102564102564
(KEGG) PD-L1 expression and PD-1 checkpoint pathway in cancer	0.847380410022779	1	NA	NA	0.847380410022779	1
(KEGG) Asthma	NA	NA	NA	NA	NA	NA
(KEGG) Autoimmune thyroid disease	0.444015444015444	0.826433369785971	NA	NA	0.444015444015444	0.793069329714604
(KEGG) Inflammatory bowel disease	0.761450381679389	1	NA	NA	0.761450381679389	0.953288656133499
(KEGG) Systemic lupus erythematosus	0.173553719008264	0.689282888919913	NA	NA	0.173553719008264	0.643790913531998
(KEGG) Rheumatoid arthritis	0.544534412955466	0.888932995317702	NA	NA	0.544534412955466	0.840981221336374
(KEGG) Allograft rejection	0.128898128898129	0.640072773828375	NA	NA	0.128898128898129	0.604063503812012
(KEGG) Graft-versus-host disease	0.549098196392786	0.888932995317702	NA	NA	0.549098196392786	0.840981221336374
(KEGG) Hypertrophic cardiomyopathy	0.316793893129771	0.783908557856454	NA	NA	0.316793893129771	0.751131965791518
(KEGG) Arrhythmogenic right ventricular cardiomyopathy	0.663498098859316	0.958055550819281	NA	NA	0.663498098859316	0.91037319604105
(KEGG) Dilated cardiomyopathy	0.4	0.816489972004222	NA	NA	0.4	0.793069329714604
(KEGG) Diabetic cardiomyopathy	0.127853881278539	0.640072773828375	0.229390681003584	0.720942140296979	0.0921621819387263	0.561667637098276
(KEGG) Viral myocarditis	0.395437262357414	0.816223067173638	NA	NA	0.395437262357414	0.793069329714604
(KEGG) Lipid and atherosclerosis	0.259067357512953	0.77962326279599	NA	NA	0.259067357512953	0.747131754256107
(KEGG) Fluid shear stress and atherosclerosis	0.570680628272251	0.890706657577823	NA	NA	0.570680628272251	0.847544774026005
(KEGG) Valine, leucine and isoleucine biosynthesis	NA	NA	0.558441558441558	0.731563002934772	0.558441558441558	0.844608009297371
(KEGG) Neomycin, kanamycin and gentamicin biosynthesis	NA	NA	NA	NA	NA	NA
(KEGG) Protein digestion and absorption	NA	NA	NA	NA	NA	NA
(KEGG) Nicotine addiction	NA	NA	NA	NA	NA	NA
